code,num
C1072,563.5006576757833
C1128,1555.1726356478675
C1456,623.7341056785658
C1840,555.5525020705843
C1332,1145.337291632704
C1563,1678.7855964844387
C1794,990.9742609512641
C1640,445.6521257936313
C1377,348.097953205478
C2072,296.4076747408318
C1472,482.4716245764791
C1006,62.29626619684263
C1083,207.10668850371212
C1311,314.06829399285346
C2676,177.18240601912564
C2318,221.06070266989667
C1603,605.5811351488982
C2523,359.2550453818078
C2177,178.08732913191503
C2411,424.65980279642156
C2033,236.34726503894103
C1604,393.22818146046103
C2535,455.05481796075594
C1040,569.132998659899
C2417,348.60670783976525
C1812,128.6499724401798
C2253,143.6656848606693
C1294,515.598575779886
C1772,377.63095448210606
C2646,317.29867793846205
C1152,838.9330269982265
C2423,129.11308496182812
C1844,482.5646845119386
C1318,289.4509288420905
C1729,91.63893537120413
C1602,277.6472106802893
C1239,398.0639999181744
C1721,575.3546189956768
C1902,895.1273162875494
C1855,297.65443137774247
C2600,427.45264951623574
C1071,407.4707496235158
C2295,418.8678696902283
C1621,540.5182248503991
C1852,735.0430152419829
C2555,1043.8204460289815
C1297,445.53600149789906
C2323,626.3060558312585
C2215,430.8771834002915
C2112,357.5130581887417
C1830,729.625684986371
C2602,310.7443406396079
C2608,1119.5392188964597
C1215,531.4330910269863
C2369,603.47901382479
C1158,252.16986615392315
C1887,429.82665288457815
C1189,265.01687520496256
C1637,418.1142684610183
C1225,151.7040709175788
C2374,377.656959664389
C2397,592.4854560217274
C1105,1152.2496777246797
C1782,400.0841369265837
C1629,110.70226915696783
C1708,306.6785275678528
C2144,518.4347422975749
C1617,928.2420306645633
C1149,418.4152051780794
C1323,373.07565111462634
C1064,538.0439004943913
C1019,293.97454588814907
C2269,659.3441955098664
C1416,775.8151472187985
C1250,964.1829043421353
C1741,440.1969377347962
C1016,512.491723105218
C2436,544.19892432115
C2039,990.5926844036221
C1253,774.6751352811802
C2028,991.707635072484
C1166,347.75667204286214
C1135,250.54664239749698
C1216,242.81536860564722
C1593,270.9136954925832
C1826,231.1698739557429
C1827,339.53976044202716
C1564,275.4106926497702
C1495,1018.302090437476
C2653,858.6065780324725
C1392,668.7931070610936
C2128,330.86736920732096
C1282,608.2403722142475
C1521,951.5593105882085
C2076,1091.2591882597944
C1060,495.4730593521102
C2473,1148.4174851442485
C2557,575.2389620127856
C1835,840.9510006737479
C2224,562.6443729726616
C2222,463.4466220554333
C2430,816.6276983476913
C2497,494.7652334736188
C1494,917.6153772339734
C1457,531.9651472074173
C1525,1128.901771556037
C1712,603.6677448479167
C2267,1028.7739895460104
C1623,394.3637256545241
C2131,549.7883290945149
C2691,1127.5194317749135
C1147,943.1190749188762
C1692,924.406948319545
C1570,724.1846359522192
C1474,104.90006537518585
C1633,168.85852296443738
C2113,541.5502916738109
C2175,916.7454166792655
C2303,1566.8609779332567
C2547,480.6842798778876
C2292,843.6225981728707
C1496,974.9191368470491
C1289,386.0334670713751
C1849,749.7251984431584
C1003,187.72711004254435
C2268,496.15618046556284
C2551,609.9902984927204
C2688,63.7972197692512
C1030,14.473912948437679
C2451,534.7287069446512
C1749,556.987707306582
C1349,194.066902837195
C2043,161.5090259473193
C1229,210.57508946634107
C2363,456.7317071385947
C1414,437.0002243620875
C2174,395.30020649597736
C2091,116.93616244547938
C1841,63.191888044344935
C2404,90.5168502762628
C1683,200.22135447423085
C1038,292.3592707930382
C2456,193.1115249358364
C1266,349.1300956627249
C2152,21.84902689665256
C1267,360.9050042471565
C2189,148.0055561112861
C2675,0
C2335,0
C1327,0
