code,num
C1072,736.2182638944105
C1128,1306.6461904951318
C1456,550.9025243068883
C1840,451.40187420493356
C1332,1202.7044963191333
C1563,1969.0513510417632
C1794,1024.999442822634
C1640,524.3026651177046
C1377,267.9931550256325
C2072,252.51675093574613
C1472,434.9878356713063
C1006,203.27198961983234
C1083,432.1858880308173
C1311,273.12060189177447
C2676,246.61531776653766
C2318,228.37771821169682
C1603,474.3860000463833
C2523,353.13165421236465
C2177,157.28205344810445
C2411,670.9613650405106
C2033,201.02726855307964
C1604,335.85557923547276
C2535,439.7649325495722
C1040,375.70426348166393
C2417,378.99797691213354
C1812,111.32763986171815
C2253,133.50716655524224
C1294,586.5544689304121
C1772,489.6511369675002
C2646,536.9286093252226
C1152,1005.2952009598936
C2423,154.5676620243171
C1844,471.5138905824166
C1318,224.7965696540404
C1729,123.82899017398434
C1602,324.215067051948
C1239,380.60110394630794
C1721,566.0777846374563
C1902,793.528129517421
C1855,281.53690967998693
C2600,350.4339987490607
C1071,514.2216768402253
C2295,490.7119358597322
C1621,599.9007955257927
C1852,893.8530089830739
C2555,1369.6408937281253
C1297,489.5558890837399
C2323,614.1211113515518
C2215,375.59917617238386
C2112,368.1131740436308
C1830,757.6333294929487
C2602,248.23473551187655
C2608,978.5097921872706
C1215,549.9224223626775
C2369,593.6285373321244
C1158,240.31820546330803
C1887,652.1522089104749
C1189,219.2122434590041
C1637,421.4186933872248
C1225,189.37287680289126
C2374,325.95139305241526
C2397,603.0909636377806
C1105,977.4677552091568
C1782,426.5808784262932
C1629,225.5206684739498
C1708,277.915532191024
C2144,487.1599476315141
C1617,773.4061715344166
C1149,512.6184911793215
C1323,388.0583248742355
C1064,652.7468671467267
C1019,252.77163590834064
C2269,568.8064457880557
C1416,899.7703552422588
C1250,958.5911681504369
C1741,443.67673327360484
C1016,613.2332865252338
C2675,
C2436,571.126606475341
C2039,969.0141976031543
C1253,837.6317426164692
C2028,1134.0435130692
C1166,294.2753412556457
C1135,213.09738981505313
C1216,272.00387419449737
C1593,205.37284850112104
C1826,200.14052476462922
C1827,384.5495754863702
C1564,295.75003379724444
C1495,845.6883295682054
C2653,914.6614358091191
C1392,674.6514635204508
C2128,280.0217016535626
C1282,586.0872203598796
C1521,1108.2949971771554
C2076,933.0403702513879
C1060,604.5139989215381
C2473,1056.8980280092546
C2557,724.8798235231973
C1835,803.5153097609325
C2224,635.5294656451936
C2222,367.4691668131302
C2430,720.2309924028389
C2497,674.6077819218559
C1494,913.5827032411597
C1457,531.5360999799618
C1525,1143.271028496286
C1712,657.9143227991009
C2267,954.636265620271
C1623,288.5650444620733
C2131,555.8732097086397
C2691,1080.5637536763609
C1147,771.1454369300268
C1692,970.0462460472461
C1570,836.5246541724973
C1474,117.5131747222031
C1633,144.56337417443956
C2113,505.71689524436187
C2175,868.8471199561466
C2303,1554.1960131186102
C2547,486.1808826975953
C2292,671.2818596376205
C1496,788.918748606945
C1289,310.7254235483263
C1849,676.3494424823988
C1003,212.1320498605452
C2268,365.70694278152143
C2551,464.73661432240146
C2688,81.38408988585297
C1030,31.993069164026085
C1327,
C2451,560.8062621386856
C1749,460.41711445006814
C1349,272.564553133536
C2043,214.80539633723458
C1229,216.94187373895988
C2363,433.167679737042
C1414,393.64271325449636
C2174,374.57933874717105
C2091,95.66741296318983
C2335,
C1841,54.95152612975733
C2404,118.27529952497572
C1683,178.0168249051264
C1038,359.252751372368
C2456,250.58637977943582
C1266,411.9185691944526
C2152,39.617654888676306
C1267,360.9170433336119
C2189,177.9717282492588
