code,num
C1072,722.3634672122603
C1128,1312.0118721454648
C1456,515.7107384711734
C1840,468.445213455542
C1332,1165.0043031057369
C1563,1959.8433644616655
C1794,991.077946465209
C1640,505.3263291625756
C1377,256.47301575905107
C2072,256.361977117906
C1472,445.1940682084378
C1006,207.56926660619266
C1083,448.640952937913
C1311,257.23162530664086
C2676,239.72985478866795
C2318,229.46580578589857
C1603,478.54864131510436
C2523,325.08309584118626
C2177,159.07336484592324
C2411,672.5368958574428
C2033,199.794867957376
C1604,372.48655790559195
C2535,436.812202990811
C1040,378.4229711845935
C2417,391.95862011971866
C1812,119.02892127597569
C2253,124.54780126077787
C1294,573.3492532803997
C1772,501.1320483058679
C2646,520.7659029671044
C1152,988.7597006893095
C2423,155.20702160057573
C1844,478.1908528873987
C1318,222.85324597973934
C1729,129.52757227333865
C1602,320.1620760660037
C1239,356.85172573596776
C1721,567.4611204310424
C1902,775.9992378472125
C1855,279.17741930314446
C2600,362.94417524407584
C1071,508.8831940684953
C2295,496.88940385732326
C1621,583.5084134994116
C1852,903.0839085061848
C2555,1357.1636887111827
C1297,464.83654134203664
C2323,621.8469549762492
C2215,367.67761819288626
C2112,376.60083202941394
C1830,794.0030600023028
C2602,247.43922918974954
C2608,941.1660712471238
C1215,574.881893819708
C2369,599.806075457826
C1158,243.87712815734312
C1887,694.9896595990308
C1189,215.0565724211036
C1637,419.93270330259463
C1225,191.5857185628184
C2374,325.1940459551238
C2397,594.4859113099092
C1105,981.9938947823672
C1782,431.4696753833267
C1629,229.3234917429304
C1708,258.633982706687
C2144,465.0134128351266
C1617,770.1000931860723
C1149,544.1689960914003
C1323,393.47765710525033
C1064,639.7603787625416
C1019,257.88063608642244
C2269,576.3135215405233
C1416,917.1739827557287
C1250,980.5658771184466
C1741,429.96749502381635
C1016,587.0748352121236
C2675,
C2436,599.3074820905547
C2039,934.416645921502
C1253,859.2627777770736
C2028,1153.1689507064548
C1166,303.81206446724286
C1135,216.237817012902
C1216,288.1418083990674
C1593,199.54435675244358
C1826,201.59042036728263
C1827,396.4805571357666
C1564,289.7802852586038
C1495,823.0467580770213
C2653,870.5216365698491
C1392,664.114447845616
C2128,276.4361462868121
C1282,577.7981705245242
C1521,1070.1416595520182
C2076,910.7958566648089
C1060,618.2301695988891
C2473,1122.4396231182086
C2557,719.8582830799833
C1835,805.8094268072439
C2224,633.3497061335285
C2222,366.0098415706426
C2430,761.3667665086813
C2497,694.0441613269478
C1494,973.7849019898023
C1457,546.6358083387559
C1525,1165.2558946074826
C1712,670.9834537484323
C2267,914.0592029640187
C1623,298.91648171108426
C2131,557.0715693313634
C2691,1023.2148165140725
C1147,739.7081880865649
C1692,999.5930207258262
C1570,860.8632908813145
C1474,113.79021749755724
C1633,145.3784818225706
C2113,536.4223094262985
C2175,909.1067677491008
C2303,1527.4793399767996
C2547,512.7315004595337
C2292,675.743562095286
C1496,837.0974084233221
C1289,301.54534360133493
C1849,622.8598357480429
C1003,205.278616358061
C2268,392.3829440784473
C2551,482.9165204747811
C2688,79.05856364997429
C1030,32.21475013046232
C1327,
C2451,588.3777012907407
C1749,412.4042816333828
C1349,265.7628947247115
C2043,217.91097601397934
C1229,209.267675471543
C2363,434.27254580482094
C1414,357.90642287002
C2174,387.8915077512753
C2091,100.99568977690093
C2335,
C1841,52.950119785069234
C2404,124.33063291010262
C1683,167.77153723497753
C1038,338.59340000923726
C2456,252.3511410215793
C1266,408.1509147660214
C2152,30.808400269521833
C1267,329.0029811426027
C2189,205.99249930233412
