code,num
C1072,767.6913376794246
C1128,1413.4265547033822
C1456,558.195500933874
C1840,408.7501329899529
C1332,1262.5440482765189
C1563,2196.637209432254
C1794,1097.9266995811772
C1640,556.7911897582603
C1377,233.80792037380334
C2072,282.72098000116335
C1472,448.8701817061637
C1006,184.15749004249935
C1083,429.5564073559429
C1311,293.89698087902485
C2676,203.5913350526708
C2318,215.11253786139767
C1603,436.5951453392508
C2523,397.1339729201813
C2177,174.89854966470557
C2411,644.6441485400785
C2033,214.39025049095534
C1604,289.87345406260505
C2535,421.2584516754696
C1040,308.03654844450296
C2417,326.87916513270386
C1812,103.21293847997731
C2253,126.52208786960573
C1294,649.3434214676354
C1772,479.51463899167607
C2646,556.9126665162551
C1152,957.3794312103482
C2423,140.9627743694835
C1844,429.8923480474762
C1318,216.2808173724058
C1729,123.32665431797182
C1602,293.99632397889934
C1239,393.8011502973117
C1721,533.9321878375981
C1902,754.3898754307398
C1855,279.3577350953841
C2600,297.5557972579272
C1071,545.8010076039003
C2295,547.4605751911172
C1621,628.0094294051348
C1852,950.8685909697128
C2555,1529.5580868407033
C1297,478.63036357537163
C2323,621.6552193110244
C2215,386.4571803329395
C2112,359.3775398959934
C1830,751.0890344106363
C2602,246.41777679449575
C2608,974.0918851398785
C1215,531.6814137413772
C2369,604.9466858197056
C1158,248.28736580817707
C1887,620.5123971308261
C1189,196.60226840871672
C1637,423.2005957900815
C1225,199.0259222100858
C2374,317.2772835145987
C2397,685.8523043678811
C1105,1062.4087239133048
C1782,445.46805860544595
C1629,250.28498001324925
C1708,285.9410414149608
C2144,476.9563264206422
C1617,768.9813838341771
C1149,523.3743328912153
C1323,348.86466390958293
C1064,711.2112814374631
C1019,258.7173308723654
C2269,602.3167690076683
C1416,971.452989198553
C1250,1034.5598756253878
C1741,472.6560979372699
C1016,641.9322479460574
C2675,
C2436,442.82921806934263
C2039,1031.8703116419665
C1253,890.9949923567507
C2028,1098.9726180940756
C1166,324.5952030595241
C1135,211.86854087498799
C1216,261.79905558567873
C1593,225.32854062362918
C1826,196.5685538009522
C1827,409.18817453651275
C1564,278.293244916538
C1495,856.2814404134754
C2653,1071.4149892792298
C1392,712.1917257160792
C2128,301.7563798986133
C1282,570.0288914435353
C1521,1109.862048548286
C2076,1026.1901122865277
C1060,613.1014932107757
C2473,1089.8379074083487
C2557,624.2423620019958
C1835,804.6975935959734
C2224,588.9729444308294
C2222,370.1388457688045
C2430,710.2835580506415
C2497,683.1695591896583
C1494,847.5585900672329
C1457,477.2766858565886
C1525,1176.9310733040506
C1712,692.4682062648908
C2267,996.1034152411142
C1623,306.7852736345583
C2131,549.0557741047568
C2691,1014.9613959206541
C1147,793.7423497668116
C1692,1010.421904658394
C1570,918.8128346298897
C1474,124.59128309209981
C1633,130.4392429391035
C2113,477.87773766478676
C2175,884.3552671595951
C2303,1690.8946909804588
C2547,505.837807169935
C2292,696.6471191947808
C1496,864.751500388056
C1289,302.2966501733611
C1849,764.2563357473623
C1003,220.49763140610028
C2268,273.26736660996875
C2551,448.8415246417595
C2688,83.28595041548962
C1030,32.18635196692504
C1327,
C2451,550.3724175364448
C1749,476.7015022057014
C1349,296.74317535218245
C2043,219.04382685328693
C1229,219.6069342976963
C2363,448.5527277838787
C1414,404.8114063802329
C2174,339.42304887516445
C2091,103.66692693272091
C2335,
C1841,60.14563907698686
C2404,138.80523159217586
C1683,193.11180329705238
C1038,382.48891436994995
C2456,273.7723270308609
C1266,402.3704243251609
C2152,46.12056878419252
C1267,402.49710258429843
C2189,119.23259639750815
