code,num
C1072,551.5877859952823
C1128,1529.717341459764
C1456,604.3303883808007
C1840,547.5258747882767
C1332,1154.702994261737
C1563,1591.1892551569845
C1794,1009.7928617063558
C1640,416.9150085845771
C1377,353.862553695864
C2072,293.9635976540465
C1472,476.13044257314033
C1006,50.571617335479154
C1083,183.43988497592665
C1311,302.81342469406326
C2676,153.00783496181043
C2318,202.49133908693256
C1603,607.239094194021
C2523,335.897750524968
C2177,179.5134970186518
C2411,469.1736909321204
C2033,220.25611910806703
C1604,377.66179110312737
C2535,486.9055926187405
C1040,520.0211550043075
C2417,313.20272615868237
C1812,127.24864078077752
C2253,144.826512398143
C1294,524.5070571688278
C1772,349.2241180471611
C2646,346.6457281092324
C1152,884.9093196639756
C2423,130.61742103732115
C1844,458.5245220327995
C1318,272.8591567273044
C1729,95.49477105028065
C1602,286.43754228362474
C1239,415.0966029382688
C1721,562.1806485967205
C1902,861.9464953771591
C1855,304.3806044402817
C2600,456.10018270180643
C1071,422.844840153998
C2295,442.32942915141894
C1621,504.28726969525366
C1852,726.5215282869962
C2555,1079.7942127254087
C1297,469.66159982525534
C2323,656.889086622178
C2215,463.1742462806741
C2112,318.93139311827736
C1830,724.6012686742705
C2602,305.1103302190191
C2608,1084.4010856547395
C1215,630.007087178034
C2369,611.1917334585037
C1158,256.0924282809191
C1887,579.2419920762505
C1189,265.14626232692285
C1637,408.1624101049396
C1225,142.06033428500044
C2374,404.95005587204486
C2397,636.3165852081905
C1105,1183.0452630509421
C1782,395.5467242094104
C1629,109.27562588264192
C1708,260.9113897011084
C2144,566.9363847168453
C1617,884.0699732695997
C1149,429.3879463070249
C1323,376.9712974599301
C1064,479.89943970313726
C1019,284.157181893803
C2269,698.2351877531253
C1416,793.9261005584616
C1250,921.9168715101497
C1741,518.2669467055158
C1016,472.235350233727
C2436,524.8847555225318
C2039,1031.1128694434599
C1253,859.6126015261876
C2028,901.4839983557118
C1166,320.5167226085662
C1135,274.61724314012315
C1216,280.40010090913546
C1593,267.53568402851005
C1826,227.45236272057514
C1827,318.0898288124088
C1564,275.3467812837988
C1495,1054.4080068208284
C2653,846.8746222360195
C1392,728.8352759054436
C2128,320.77089130228666
C1282,618.7650201577
C1521,889.9613455766765
C2076,1033.9143701358498
C1060,470.73807553791903
C2473,1173.3395863149624
C2557,637.8774351410193
C1835,863.7085081682736
C2224,528.0415669107344
C2222,471.1717808419402
C2430,648.0626590844257
C2497,511.0199574449966
C1494,936.2866853858217
C1457,541.2106253346797
C1525,1041.0311846686081
C1712,628.482855864912
C2267,1006.3178223356941
C1623,410.939373705514
C2131,563.5106831514935
C2691,1194.500931792107
C1147,943.9961007784249
C1692,938.7657561336698
C1570,712.490630182411
C1474,116.97248022147443
C1633,163.73294224673873
C2113,499.7157715342312
C2175,876.01892948036
C2303,1611.7392542421087
C2547,459.7532596053855
C2292,893.1011403959241
C1496,989.6191586742576
C1289,372.22045782736666
C1849,776.9302000449627
C1003,200.65337881949353
C2268,492.78415303099297
C2551,606.1577824457677
C2688,75.31964621817109
C1030,13.150184942783099
C2451,514.7595150222755
C1749,581.5361268561862
C1349,208.25479218302672
C2043,180.9651770670302
C1229,221.4595004825964
C2363,498.1878050662305
C1414,547.6634889003878
C2174,358.56342355545587
C2091,117.15938164944264
C1841,67.92567796844116
C2404,83.74680017567788
C1683,216.44164167594346
C1038,319.35114957529817
C2456,209.65557851760587
C1266,336.89971490829777
C2152,21.246978437049684
C1267,363.1023266959244
C2189,178.73399896034232
C2675,0
C2335,0
C1327,0
